       1    4.787   -0.566    0.435
       2    1.762   -0.955   -0.601
       3    3.813   -3.158   -0.100
       4    3.693   -1.999   -1.076
       5    0.662   -0.509    0.587
       6    2.668   -0.274    0.516
       7    3.272   -1.021   -0.591
       8    2.487    0.654    2.055
       9    1.599   -1.114    0.988
      10    0.725    0.309    0.552
      11   -0.127    0.724    0.924
      12    0.564   -0.476   -1.710
      13   -0.768    0.069   -0.622
      14    3.480   -2.014    0.108
      15    2.018    0.636   -0.403
      16    0.987    0.181   -1.614
      17    2.797    1.521   -0.707
      18    4.382    1.914    0.799
      19    4.915    0.497    0.355
      20    4.492   -1.115   -3.125
      21    6.165   -0.714   -1.842
      22    1.293    0.216    0.023
      23    3.912    1.421   -0.503
      24    1.295    1.463   -0.676
      25    2.496    2.435    0.555
      26    3.886    4.498   -0.666
      27    1.460    1.773   -0.046
      28    1.742    1.216   -1.955
      29    2.457    0.467   -0.253
      30    2.761   -1.494   -0.411
      31    2.340    2.916   -3.794
      32    1.204    3.307   -2.864
      33    0.272    0.764   -2.802
      34    2.309    0.376    0.773
      35    1.914    3.365   -0.029
      36    1.006    1.079    0.302
      37    0.114    0.225    0.227
      38    2.317    1.935   -0.531
      39    1.392    2.555    0.151
      40    4.309    1.779   -0.543
      41    6.370    0.060    0.417
      42    4.954    1.157   -0.130
      43    5.767   -0.770   -1.509
      44    2.869    0.200   -1.992
      45    3.909   -0.007   -2.019
      46    3.719    1.358   -2.151
      47    1.805    0.852   -3.606
      48    4.762    2.902   -0.477
      49    2.656    0.977   -1.630
      50    3.148    1.931   -0.821
      51    2.201    0.344   -0.315
      52    3.046    3.470   -0.053
      53    2.414    3.247   -0.124
      54    0.171    0.410   -2.197
      55    2.812    0.982   -1.260
      56    1.884    1.237   -3.257
      57    1.178    0.881   -1.001
      58    2.957   -0.786   -2.789
      59    4.440    0.657    0.157
      60    3.277    1.889   -1.018
      61    6.116    2.125    0.420
      62    3.825    2.220   -0.398
      63    1.246   -1.232   -2.390
      64    1.217    1.028   -0.880
      65    2.347    0.500    0.051
      66    1.826    1.384   -0.342
      67    3.368    0.803   -1.106
      68    1.229    0.674    0.868
      69    0.916    1.007   -2.347
      70    1.184    1.930   -1.891
      71   -1.897    2.614   -2.566
      72    0.112    0.082   -0.751
      73    0.129    2.064   -2.061
      74    0.967   -0.098   -1.011
      75    2.158   -0.404   -0.857
      76    0.771   -0.694   -1.297
      77   -0.547    1.162   -2.937
      78    1.119    0.180   -1.532
      79    2.798    1.236   -1.936
      80    1.504    0.327   -3.795
      81    0.645   -0.014   -2.501
      82   -0.275   -1.227   -2.525
      83   -2.039    0.772   -1.536
      84   -0.382    1.742   -1.350
      85    0.549    2.168   -2.414
      86   -0.908    1.008   -2.245
      87    1.749   -0.776   -2.870
      88   -0.345   -0.209   -3.623
      89   -0.763    0.716   -2.723
      90    2.219   -0.708   -0.664
      91    0.804    0.528   -0.439
      92    0.201    1.369    0.023
      93    1.245    1.615    0.087
      94   -1.367    0.401   -1.491
      95   -0.583   -1.337   -0.344
      96   -2.418   -1.055   -1.661
      97    1.399    1.609   -1.591
      98    1.150    1.405   -0.323
      99    1.408    0.828   -1.556
     100    2.096    0.318   -1.463
     101    1.884   -0.968   -3.385
     102    1.042   -0.152   -3.651
     103    1.562    2.167   -0.835
     104    0.196    3.381   -2.283
     105    0.886    2.769   -3.030
     106   -0.048    1.216   -4.143
     107    1.198    3.587   -1.977
     108    1.251    1.528   -1.221
     109    0.294    1.856   -0.701
     110   -0.772   -0.847   -2.919
     111   -0.891    1.071   -0.732
     112   -1.508    1.340   -3.440
     113    0.703    1.734   -2.197
     114    3.462   -0.245    0.142
     115    7.075    0.968   -1.202
     116    2.183    0.828    0.913
     117    2.419    0.672    1.727
     118    3.722   -0.265   -0.181
     119    4.420   -0.524    1.833
     120    3.927   -1.094   -0.287
     121    1.549   -3.190   -0.666
     122    0.691   -0.487    0.396
     123    1.984   -1.175   -0.360
     124    3.014   -1.649   -0.183
     125    2.412    0.179   -1.148
     126   -0.403   -0.035   -1.493
     127   -0.427   -0.200   -1.929
     128   -1.493    1.018   -2.154
     129   -1.321    1.009   -2.888
     130    0.931    2.230   -1.617
     131    3.207    3.312   -0.180
     132    0.971    2.649   -2.396
     133    1.574    2.953   -1.786
     134    1.133    2.393   -2.890
     135    0.372    3.404   -2.563
     136    4.437    2.949   -0.223
     137    3.367    3.172   -0.240
     138    2.089    1.810   -1.493
     139    2.496    3.700   -0.596
     140    2.309    3.826   -1.366
     141    2.156    4.783   -0.205
     142    1.402    2.030   -2.066
     143   -1.433    0.759   -0.520
     144   -0.144    1.661   -1.679
     145    3.667    1.008    1.025
     146    1.809    1.342    0.512
     147    0.966    1.897    0.049
     148    1.633    5.153   -0.255
     149    1.096    0.868   -3.829
     150    0.482    3.564   -0.837
     151    0.257    2.704   -2.466
     152   -0.138    2.751   -2.195
     153    2.660    2.944    0.390
     154   -1.810    0.137    0.370
     155   -4.338    1.234   -0.292
     156   -1.054    0.412   -2.330
     157    3.102    2.344   -0.687
     158    3.427    2.369   -1.470
     159    3.176    3.326   -2.076
     160    1.976    2.424   -2.696
     161    0.232    1.881   -2.630
     162    0.568    1.933   -1.955
     163    2.686    2.203   -3.317
     164   -0.668    4.123   -2.647
     165    0.012    2.908   -3.426
     166   -1.237    1.432   -2.756
     167   -1.640    1.272   -3.218
     168   -5.322    1.318   -2.439
     169   -4.403    3.489   -3.729
     170   -6.386    3.427   -0.942
     171   -4.579    4.376   -1.092
     172   -6.005    3.997   -0.706
     173   -4.930    2.172   -2.219
     174   -2.801    3.374   -1.078
     175   -2.773    1.760    0.805
     176   -1.834    2.964    0.415
     177   -2.056    1.288   -2.187
     178   -0.833    0.950    0.614
     179   -1.822    1.394    2.037
     180    1.580    0.075   -1.982
     181    0.803    1.295   -2.140
     182    0.519    3.250   -1.897
     183    2.974    3.589   -1.922
     184    1.677    3.862   -0.369
     185    2.918    3.169   -0.027
     186   -2.741    2.294   -2.883
     187    0.233    3.893   -1.000
     188   -0.168    3.669    0.043
     189    2.975    1.551   -2.487
     190    2.869    1.842   -1.339
     191    1.927    2.600   -1.430
     192    2.539    2.638   -2.293
     193   -1.000   -0.102   -2.492
     194    2.152    1.981   -4.098
     195   -0.331    3.364   -3.946
     196    1.935    1.215   -3.633
     197    0.098    2.501   -4.122
     198    3.409    1.479   -4.021
     199    0.772   -0.162   -3.227
     200   -0.503    1.992   -3.202
     201   -0.194    2.258   -2.653
     202   -1.038    4.109   -3.937
     203   -1.415    3.621   -3.852
     204   -0.582    2.857   -4.580
     205    0.926    2.204   -2.777
     206    2.255    3.853   -1.291
     207    0.662    2.142   -3.908
     208    0.218    2.246   -4.572
     209    1.902    1.928   -3.883
     210    0.481    2.891   -3.672
     211    1.026    3.323   -4.411
     212    1.361    2.799   -2.610
     213    2.147    3.967   -0.704
     214    0.961    2.734   -2.374
     215    0.015    1.743   -1.419
     216    2.278   -0.274   -0.706
     217   -3.039    1.043   -0.361
     218    0.468    0.939   -2.005
