       1    0.117   -0.935   -2.074
       2    1.650   -0.587   -2.787
       3    0.170   -0.925    1.546
       4    1.077    0.849   -2.022
       5    1.324    0.080   -2.236
       6    0.196    1.830   -2.578
       7    0.749    1.560   -2.357
       8   -0.021   -2.015    0.150
       9    1.540    0.824   -1.753
      10   -0.245    2.860   -1.912
      11   -1.056    0.371   -1.391
      12    1.269    0.099   -2.808
      13   -1.668   -0.232   -0.252
      14   -1.533    0.270   -0.133
      15   -2.291   -0.669   -1.048
      16   -2.944   -1.208    0.471
      17   -4.065   -0.256   -0.963
      18   -4.026   -0.317   -0.001
      19   -4.253    0.680   -0.165
      20   -3.023    1.311   -2.490
      21   -1.903    1.537   -0.196
      22   -4.231   -0.817   -0.334
      23   -4.068    0.297   -1.064
      24   -4.356   -0.817    1.130
      25   -4.947    0.834    1.944
      26   -4.128    1.618   -0.189
      27   -3.128    1.412   -1.022
      28   -3.178   -0.044   -1.251
      29   -3.616    1.822   -2.173
      30   -2.069    1.313   -0.221
      31   -5.819    1.597   -1.277
      32   -3.191    1.177   -0.037
      33   -6.572    0.392    0.006
      34   -6.003    1.962   -2.426
      35   -6.364    1.747   -0.331
      36   -4.709    1.136   -1.478
      37   -4.730   -0.203    1.317
      38   -4.560    0.559    0.612
      39   -4.332    0.625   -0.388
      40   -2.177    1.172   -0.247
      41   -4.754    1.350    0.310
      42   -2.955   -0.234   -0.562
      43   -3.000    4.275   -0.412
      44   -5.442    1.889    0.736
      45   -3.121    1.291    1.093
      46   -3.979    1.613   -0.533
      47   -3.778    4.623   -0.756
      48   -4.269    3.158   -1.451
      49   -0.885    1.861   -1.121
      50   -5.818    0.436    2.158
      51   -4.506   -0.869   -0.496
      52   -4.469    1.272   -0.149
      53   -4.953    2.379   -1.243
      54   -2.817    1.319   -0.280
      55   -5.397    0.432   -1.480
      56   -3.798    0.604   -0.331
      57   -3.087    1.154   -0.342
      58   -2.481   -0.374   -0.408
      59   -1.783    0.836   -1.440
      60   -3.061    2.882   -1.288
      61   -2.280    3.554   -1.498
      62   -2.852    1.895   -0.567
      63   -4.329    2.977   -0.584
      64   -3.231    2.824   -0.834
      65   -3.615    1.699   -0.224
      66   -2.735    0.444   -2.018
      67   -0.813    1.521   -1.817
      68   -1.601    0.766   -1.090
      69   -1.856    2.422   -2.337
      70    1.005    2.221   -1.297
      71   -2.334    1.383   -0.512
      72    0.778    2.409   -3.063
      73   -1.024    3.629    1.438
      74   -4.332    1.028    3.815
      75   -3.521    3.040    1.058
      76   -3.221    3.060   -0.358
      77   -5.210    0.829   -0.929
      78   -4.950    2.783   -2.116
      79   -3.776    2.286    0.472
      80   -5.306    4.340   -1.121
      81   -2.509    2.843   -2.389
      82    0.615   -1.215    1.052
