1 2.52 20.02 20.02
2 1.66 13.21 33.24
3 1.58 12.54 45.77
4 1.08 8.56 54.34
5 0.95 7.57 61.91
6 0.69 5.50 67.41
7 0.58 4.60 72.00
8 0.42 3.35 75.35
9 0.38 3.00 78.35
10 0.33 2.66 81.01
11 0.32 2.53 83.54
12 0.31 2.43 85.97
13 0.27 2.18 88.15
14 0.26 2.07 90.22
15 0.23 1.86 92.07
16 0.22 1.75 93.82
17 0.21 1.69 95.51
18 0.20 1.61 97.12
19 0.19 1.49 98.61
20 0.17 1.39 100.00
