#Frame      Mode1    Mode2    Mode3
     812   -2.471   -1.694    0.784
     813   -0.689   -1.415   -0.864
     814   -0.204   -0.131   -0.938
     815   -3.584   -0.958   -0.467
     816   -2.714   -0.023    0.926
     817   -0.908    0.211   -2.521
     818   -0.016    0.560   -2.831
     819   -2.286   -0.702   -0.312
     820   -0.956   -0.713   -0.381
     821    0.570   -0.675    0.771
     822   -0.317   -1.585   -2.399
     823    1.059   -0.554   -1.241
     824   -1.908   -1.695   -1.152
     825    0.974   -0.952   -2.580
     826   -1.582    0.036    1.556
     827   -1.256    3.137   -2.039
     828   -1.669    0.438   -0.897
     829   -2.300   -0.440    0.171
     830   -1.952   -0.355   -1.168
     831   -1.173   -2.176   -0.271
     832   -0.421   -0.987    0.510
     833   -0.341    1.825   -1.343
     834    0.854    1.174    1.087
     835    0.411   -0.834   -0.096
     836    0.521    0.406   -0.067
     837    0.263    0.435   -0.608
     838   -1.737   -1.289   -0.987
     839   -0.244    1.627   -2.523
     840   -0.069   -0.931   -0.760
     841   -0.113   -0.797   -0.244
     842   -0.735   -1.429   -0.374
     843    0.865    0.618   -1.622
     844    0.372    2.399    0.260
     845   -0.656    0.162    0.842
     846    0.388    0.943   -0.091
     847    1.701    1.819   -0.764
     848   -1.505    0.288    0.573
     849    1.150   -1.676   -3.104
     850    0.264   -1.393   -0.182
     851    1.434   -1.276   -1.116
     852    0.871   -1.381   -1.658
     853    0.413   -0.472   -1.414
     854    0.331   -1.540   -1.310
     855   -0.385    1.228   -0.737
     856    0.068   -1.156   -2.408
     857   -0.383    1.384   -1.420
     858    0.111   -0.471    0.856
     859   -1.053    0.598   -0.236
     860   -0.074   -0.343   -0.237
     861   -0.470   -0.528    1.324
     862   -0.098    0.076    0.171
     863   -2.646   -0.853    0.337
     864   -0.764   -2.032   -0.191
     865    0.517   -0.573    0.154
     866   -1.178    0.245    0.052
     867   -1.532   -2.009   -0.059
     868   -0.007   -0.889   -1.368
     869   -0.911    0.446    0.708
     870   -0.162   -2.832    0.362
     871   -0.940   -0.933    1.912
     872   -1.231    0.605    0.976
     873    1.683   -0.672   -0.384
     874    1.182    1.487   -1.346
     875   -0.550   -0.577    0.015
     876   -1.931   -0.302   -0.307
     877   -0.093   -0.556   -0.248
     878   -0.665   -0.105    1.157
     879    0.843    1.103   -0.905
     880   -0.686    1.353    0.152
     881   -2.377    2.181   -2.725
     882   -0.636    0.553   -3.718
     883   -3.086    0.071   -1.048
     884   -3.088    0.356   -2.782
     885   -1.666    0.265   -1.614
     886   -3.104    0.400   -0.956
     887   -1.727   -0.481   -0.919
     888   -1.813   -0.828   -0.528
     889   -3.907    0.173    0.437
     890   -0.365   -0.087   -0.151
     891    0.009    2.012   -1.234
     892   -0.967    0.777    1.183
     893   -1.332    0.479   -1.194
     894    0.608    0.072   -0.626
     895    0.422   -0.353   -1.671
     896   -0.771   -0.313   -0.097
     897    0.746   -1.262   -0.724
     898    0.370   -2.634   -1.270
     899   -1.208   -1.721   -0.641
     900   -1.131   -0.588    0.439
     901   -1.630   -1.332   -0.549
     902    1.324    0.913    0.236
     903   -0.233    0.901   -2.434
     904    1.684   -1.600   -1.012
     905    2.105    0.282   -1.846
     906   -0.678   -0.454   -1.096
     907   -0.092   -1.397   -0.038
     908    0.571   -1.361   -0.684
     909   -0.325   -0.398   -0.061
     910   -0.764    1.349   -3.407
     911   -1.250   -1.155   -1.471
     912   -0.493    1.512   -2.076
     913    0.379    0.605   -0.786
     914    0.070    0.801   -0.502
     915    1.764    0.072    0.028
     916   -0.778   -0.012   -0.104
     917   -1.506    1.781   -1.808
     918   -0.977    1.849   -1.706
     919   -0.069   -0.912   -1.884
     920   -1.222   -1.062   -2.482
     921   -2.287   -0.800   -0.510
     922   -0.361   -1.943   -0.854
     923   -0.783   -0.971   -0.388
     924   -0.836   -1.870   -0.884
     925   -1.168   -1.811   -1.851
     926   -1.545   -2.375   -0.553
     927   -0.961   -0.010   -1.880
     928    1.491   -0.772   -1.991
     929   -0.072   -1.652   -2.598
     930   -0.391   -0.784   -0.700
     931   -1.423   -2.280   -1.403
     932   -0.108   -2.381    0.385
     933   -0.754   -1.246   -0.234
     934    0.529   -2.500   -3.206
     935   -1.531   -1.402   -2.206
     936   -1.695   -1.771   -2.521
     937   -1.361    0.063   -2.179
     938   -1.801   -0.483   -5.096
     939   -1.031   -1.334   -3.377
     940   -1.552   -4.369   -0.709
     941   -1.596   -0.879   -1.636
     942   -0.695   -2.721   -1.873
     943   -1.601   -3.602   -1.180
     944   -0.568   -0.365   -0.848
     945   -0.561    0.627   -0.226
     946    0.861   -1.009   -0.402
     947    2.758   -1.144    1.158
     948    1.081   -1.895   -1.373
     949    0.010   -1.767   -0.238
     950    1.662   -1.450   -1.053
     951   -0.212    0.251   -0.725
     952    0.348    0.196   -1.101
     953   -2.478   -1.273    1.436
     954   -0.726    0.060    0.473
     955   -0.452    0.245    0.115
     956    0.142   -1.473    1.030
     957   -0.009    0.855    0.848
     958   -1.292   -1.820    1.078
     959   -0.479   -0.510   -0.435
     960    0.345   -0.601   -0.430
     961   -1.138   -1.571    0.791
     962   -1.813   -0.757    2.804
     963   -0.582   -1.300    1.534
     964   -0.169   -2.692   -0.064
     965    0.233   -0.887   -0.538
     966   -0.245   -0.518    1.002
     967    2.211   -1.347   -1.390
     968    0.203    1.154   -1.148
     969    0.213   -0.488   -0.474
     970    2.094    1.096   -1.144
     971    0.698    0.127   -0.033
     972   -0.476   -1.612    0.595
     973   -3.112   -0.565   -0.585
     974   -0.623    0.876    0.162
     975   -1.138    0.540   -1.359
     976   -0.074    0.135   -1.130
     977    1.713    0.134   -1.961
     978   -0.152    1.181   -1.031
     979   -0.505   -1.878    0.751
     980   -0.785    0.692   -1.011
     981   -0.192    0.016   -0.083
     982    1.540   -0.554   -1.433
     983    0.687   -1.502    0.193
     984    0.963   -1.094   -0.975
     985   -0.477    0.038    1.223
     986   -1.638   -0.741    1.468
     987    2.146    0.493   -0.396
     988    0.314    0.448   -0.928
     989    0.752   -0.726   -1.029
     990   -1.474   -0.099   -0.282
     991    0.412    1.495   -1.043
     992   -1.137    1.671   -2.262
     993   -0.979    1.156   -0.594
     994   -1.805   -0.057    0.069
     995   -0.810   -0.784   -1.607
     996   -1.088    0.309   -0.206
     997   -2.168    1.926   -2.345
     998    1.101    1.919   -1.692
     999    0.215    2.530   -3.448
    1000   -0.928    1.889   -1.245
    1001   -0.099    0.206   -0.761
    1002   -0.831   -1.420    1.191
    1003   -0.172   -0.359   -0.128
    1004    1.479   -0.111   -2.148
    1005   -1.041    1.433    0.093
    1006   -0.241   -0.409   -0.228
    1007    0.207   -0.064   -2.556
    1008   -0.316   -0.890    0.279
    1009    0.288   -0.320    0.365
    1010    0.271   -1.454   -2.158
    1011    1.502   -2.285   -0.607
    1012    1.178   -1.458   -0.412
    1013    1.108    0.572   -0.347
    1014    1.435   -0.185   -2.061
    1015    3.061   -1.333   -0.571
    1016   -0.366   -0.325   -0.131
    1017    0.526   -1.070   -0.495
    1018    1.577   -0.514   -1.251
    1019   -0.675   -0.611   -0.165
    1020   -1.027   -1.031    0.465
    1021    0.922    0.444   -0.480
    1022    0.177   -1.029   -0.397
    1023    0.645   -1.670   -1.215
    1024    0.599   -2.299   -2.494
    1025   -2.844   -1.111   -0.477
    1026    0.586   -2.477   -1.912
    1027   -0.166   -0.757   -3.045
    1028    0.021   -0.441   -1.768
    1029   -0.646   -0.496   -3.205
    1030   -1.146   -1.006    0.659
    1031    0.508   -0.333    0.003
    1032   -0.654   -1.501    0.275
    1033    1.097   -1.057   -0.761
    1034   -0.164    1.792    0.568
    1035    0.787   -2.083   -0.413
    1036    1.063   -1.098   -1.380
    1037   -1.412    1.713   -0.688
    1038    0.858    0.530    0.957
    1039    1.007   -1.385   -0.615
    1040    3.060   -0.628   -2.642
    1041    2.214   -0.888   -0.926
    1042    3.460    1.337   -2.990
    1043    4.077    0.256   -2.788
    1044    4.078    0.766   -2.463
    1045    1.923   -2.303   -0.785
    1046    0.882   -1.810    0.185
    1047    0.358    0.737   -1.080
    1048    0.700    1.024   -1.555
    1049    1.455    0.873   -1.030
    1050   -1.432    1.773    0.772
    1051   -2.243    2.710   -0.105
    1052    0.592   -1.598   -0.398
    1053   -0.971   -1.476   -2.625
    1054   -1.098    0.730   -1.536
    1055    0.286    1.146   -1.778
    1056    2.145    0.453   -1.176
    1057    2.487   -1.350   -1.810
    1058    0.414    2.184   -2.125
    1059    1.787    1.440   -2.365
    1060    1.339   -1.404    0.774
    1061   -0.062   -0.573   -1.950
    1062   -0.593   -0.400    0.062
    1063   -0.531    1.560   -1.043
    1064   -0.867    1.431   -0.389
    1065   -1.083    1.433   -1.437
    1066   -1.043    1.232   -1.598
    1067    0.925   -0.005   -0.214
    1068   -1.262    1.144   -1.263
    1069   -0.181    1.254   -0.131
    1070   -0.076   -0.240   -2.639
    1071   -1.989   -0.902   -0.131
    1072    1.571   -0.556   -1.344
    1073    1.917    0.584   -1.613
    1074    2.999   -0.075   -3.992
    1075    0.608    1.382   -2.201
    1076    2.880    1.446   -1.328
    1077    1.425   -0.508   -1.386
    1078   -0.792   -0.859   -1.192
    1079   -1.076    1.790   -0.132
    1080    0.032   -1.167   -1.666
    1081    1.191   -0.300   -3.052
    1082    1.285   -2.568   -2.368
    1083   -1.789    0.729   -1.690
    1084   -4.479    2.309   -1.160
    1085   -2.717   -0.241    0.656
    1086    0.915   -0.956   -2.305
    1087    0.289   -1.837   -0.910
    1088   -0.606   -0.319    0.112
    1089   -1.060   -1.041   -1.672
    1090   -0.673   -1.416   -1.199
    1091    1.115   -0.251   -2.922
    1092    1.702   -3.821   -1.337
    1093    1.587   -2.248   -1.468
    1094   -1.450    0.701   -1.624
    1095   -0.921   -0.606   -1.561
    1096   -0.501    0.572   -3.159
    1097   -0.014   -1.843   -2.227
    1098   -3.160   -0.373   -0.509
    1099    0.876   -2.428   -1.519
    1100    0.043   -4.498   -2.763
    1101   -1.937   -1.052   -1.538
    1102   -2.318   -2.162   -0.053
    1103   -1.925   -1.583   -0.385
    1104    0.235   -0.471   -2.004
    1105   -1.624   -2.654    2.168
    1106   -3.789   -1.018   -0.505
    1107    0.145   -1.075   -1.569
    1108   -2.573    0.477   -1.804
    1109   -1.564   -1.403   -2.139
    1110   -2.724    0.044   -0.858
    1111   -2.058   -2.187   -0.538
    1112   -2.691   -0.351   -1.651
    1113   -3.453   -3.161   -2.119
    1114   -1.549   -2.955   -0.595
    1115   -0.912   -0.766   -4.130
    1116    0.293   -2.569   -3.004
    1117   -0.327   -1.929   -2.596
    1118   -0.811    0.244   -3.988
    1119   -3.520   -2.138   -1.718
    1120   -2.131   -2.443   -0.738
    1121   -0.513   -3.052    0.397
    1122    0.113   -1.546   -1.395
    1123    1.552   -1.814   -2.239
    1124   -0.918   -1.436   -0.511
    1125   -1.632   -0.121   -1.373
    1126   -1.806   -3.183    0.499
    1127   -1.896   -2.565   -0.877
    1128   -0.237   -1.539   -1.859
    1129    0.067   -0.634   -1.144
    1130   -1.095    1.350   -0.636
    1131   -1.069    1.676   -0.623
    1132    1.043    0.608   -0.452
    1133    0.777   -1.982    1.695
    1134   -1.526   -2.104    0.649
    1135   -0.778   -3.272   -0.062
    1136   -1.428   -3.927    1.299
    1137   -1.077   -3.600   -0.602
    1138   -0.942   -1.487    0.160
    1139   -0.791   -2.466   -1.289
    1140   -0.460   -2.705   -2.121
    1141    0.556    0.044   -2.748
    1142    0.598   -1.032   -0.449
    1143    0.952   -1.703   -0.247
    1144    0.667   -1.988   -1.470
    1145    1.247   -2.937   -1.771
    1146   -0.066   -2.643   -1.504
    1147   -1.037   -1.301   -2.888
    1148    0.409   -1.938   -0.896
    1149    0.968    0.181   -2.506
    1150   -0.333   -0.729   -1.252
    1151    0.791   -1.175   -0.927
    1152   -2.409    0.325    0.871
    1153   -0.616    0.872    0.131
    1154   -0.965    0.090   -0.701
    1155    0.025    2.637   -1.767
    1156    1.147    1.397   -1.270
    1157    0.166    1.048    0.690
    1158   -0.812   -1.682   -0.275
    1159    0.219   -1.287   -1.245
    1160    0.378   -0.439    0.338
    1161   -1.043   -0.777   -0.154
    1162   -0.921    0.677   -1.413
    1163   -1.696   -1.253    1.152
    1164   -2.611    0.467    2.380
    1165   -0.048    0.411    0.466
    1166    2.196    0.474   -1.369
    1167    1.459   -0.229    0.233
    1168    0.572   -0.198    0.503
    1169    1.641   -0.018   -0.982
    1170    1.446    2.731    0.201
    1171   -0.990    0.240   -0.813
    1172    0.018   -1.356    0.120
    1173    1.824   -0.385   -1.343
    1174    2.093   -0.445   -1.241
    1175   -1.057   -1.190   -0.452
    1176    0.865   -2.034   -0.595
    1177    2.855    0.519   -2.071
    1178    2.674   -0.706   -0.407
    1179    4.257   -0.523   -0.354
    1180    1.976    1.680   -1.657
    1181    0.412    0.002    0.651
    1182   -1.404    1.185   -0.181
    1183   -0.437    0.743   -0.065
    1184    0.486    0.639   -0.970
    1185    1.049   -1.551   -0.350
    1186    2.375    0.307   -1.176
    1187    1.439    0.305   -0.516
    1188    0.970    0.088   -2.439
    1189   -0.458    0.647   -0.359
    1190   -1.068    2.238   -2.518
    1191   -1.219    0.487   -0.457
    1192   -0.740   -0.634   -0.077
    1193    1.459   -3.039   -1.797
    1194    1.791   -0.827   -2.207
    1195    1.329   -1.175   -0.373
    1196   -1.024    0.075    1.266
    1197    1.593   -2.083   -1.338
    1198    1.637   -0.050    0.013
    1199    0.947    0.111   -1.478
    1200   -0.185    0.338    0.878
    1201   -0.343   -0.471   -0.736
    1202   -0.213   -1.662   -1.901
    1203   -0.146    1.313   -0.858
    1204   -0.740   -0.625   -1.030
    1205    0.767    0.703   -2.400
    1206   -0.504    0.136   -1.345
    1207    1.217   -1.270   -1.336
    1208    0.407    0.169   -0.822
    1209    0.874   -1.561   -1.042
    1210   -0.577    0.335    0.423
    1211   -1.296   -0.821    1.037
    1212   -1.328    0.921   -0.157
    1213   -0.543    0.865    0.715
    1214    0.049   -0.975    0.458
    1215    0.228   -0.619   -0.797
    1216    1.680    1.621    0.725
    1217   -0.278   -0.602    0.567
    1218   -3.006    0.589   -0.102
    1219   -0.094    1.001    1.159
    1220   -0.533    0.317   -0.466
    1221   -2.657   -1.897    0.741
    1222   -2.289   -0.249    0.098
    1223   -0.597   -1.350   -0.579
    1224    0.522    0.861   -1.484
    1225    0.360   -1.244   -1.085
    1226   -1.636   -1.356   -1.089
    1227    0.892   -3.310   -1.126
    1228   -0.175   -3.230   -1.244
    1229   -2.831   -1.521    0.060
    1230   -2.275    0.492   -0.051
    1231   -2.647    0.688   -0.191
    1232    1.572   -1.006   -0.897
    1233    1.960    0.255   -1.351
    1234   -0.216    2.476    2.116
    1235    1.527   -0.330   -0.382
    1236    1.844   -0.101   -1.812
    1237    0.890   -0.742   -2.032
    1238   -1.481   -2.584    1.556
    1239   -0.521    0.382    0.352
    1240   -1.816   -0.192   -0.143
    1241   -1.218    1.273   -1.137
    1242    1.347    1.581   -2.677
    1243    2.397    1.991   -0.805
    1244    0.898    3.318   -1.280
    1245    1.352    0.543   -0.679
    1246    0.043    0.634   -1.616
    1247   -0.153    0.751    0.289
    1248    0.196    0.510   -1.831
    1249    0.886   -1.353   -0.532
    1250   -0.385    1.595    0.074
