       1   -2.987    1.343   -0.581
       2   -2.375    0.794    0.925
       3   -2.355    1.930    0.366
       4   -3.639    0.965    0.284
       5    0.007    0.557   -2.611
       6   -3.944    0.678   -1.057
       7   -3.616    2.692    0.379
       8   -2.597    3.241   -1.272
       9   -3.530    3.151    1.027
      10   -2.849    1.810   -1.241
      11   -4.039    2.460   -1.796
      12   -6.220    1.841   -1.569
      13   -2.171    1.886   -2.159
      14   -2.841    2.609    0.448
      15   -2.828    2.037   -0.510
      16   -4.143    1.210    0.388
      17   -0.365    3.082   -1.237
      18    2.480    4.165   -0.652
      19   -1.467    1.910   -0.946
      20   -1.794    3.731   -0.882
      21    0.572    6.831    0.451
      22   -0.810    4.909    0.371
      23   -1.946    4.206    0.013
      24    0.960    3.545   -0.822
      25    0.587    2.521   -0.100
      26   -3.001    2.754   -0.472
      27   -4.448    2.052   -1.657
      28   -6.137    1.805   -0.668
      29   -4.462    2.627   -1.009
      30   -3.213    2.493   -2.679
      31   -4.274    0.336   -1.095
      32   -5.421    0.823   -1.858
      33   -4.680    0.799   -2.573
      34   -4.490    0.750   -1.057
      35   -6.297   -3.002   -2.042
      36   -5.818   -1.148   -1.640
      37   -7.393    0.352   -1.994
      38   -4.405   -1.115   -2.995
      39   -4.316    0.511   -2.709
      40   -9.167    1.143   -0.468
      41   -6.759    0.680   -0.890
      42   -6.116    0.341   -1.774
      43   -6.016   -0.451   -0.866
      44   -5.377   -1.291   -1.911
      45   -5.889   -0.368   -1.936
      46   -5.747   -0.298   -2.875
      47   -5.241   -0.888   -2.809
      48   -5.680   -0.201   -0.933
      49   -2.996   -1.050   -3.313
      50   -4.012   -0.422   -2.590
      51   -4.190   -0.422   -1.644
      52   -3.572   -0.852   -2.651
      53   -3.404   -1.262   -2.443
      54   -4.930   -2.206   -4.000
      55   -4.032   -2.844   -3.831
      56   -5.529   -2.238   -3.410
      57   -3.751    0.767   -0.226
      58   -3.495    1.674    1.192
      59   -3.128    1.437   -0.472
      60   -6.352   -1.143   -1.548
      61   -4.977   -0.718   -0.666
      62   -5.396   -0.140   -1.680
      63   -5.265   -2.075   -2.780
      64   -7.447   -1.391   -3.214
      65   -4.939   -1.883   -1.805
      66   -5.213   -1.288   -2.166
      67   -5.112   -2.543   -2.780
      68   -3.705   -1.240   -3.816
      69   -2.084   -1.133   -0.881
      70   -2.153   -0.127   -1.751
      71   -4.375   -0.697   -1.718
      72   -4.057   -0.619   -1.897
      73   -3.039   -1.821   -2.723
      74   -4.315   -1.448   -3.062
      75   -3.589   -1.934   -2.102
      76   -3.939   -0.465   -1.135
      77   -5.758   -1.383    0.045
      78   -4.451    1.808   -0.905
      79   -4.128   -1.020   -1.281
      80   -3.763    0.257   -2.074
      81   -2.631   -0.636   -2.284
      82   -3.128    1.530   -1.058
      83   -6.097    2.166   -1.289
      84   -4.301    2.598   -0.295
      85   -6.527    1.407   -0.577
      86   -7.954    2.454   -0.465
      87   -7.813    3.505   -1.059
      88   -8.742    3.027   -2.126
      89   -7.526    2.267   -2.166
      90   -6.934    4.255    0.885
      91   -6.152    3.313   -0.508
      92   -6.031    5.844    0.458
      93   -4.982    2.288   -0.726
      94   -8.077    2.058   -1.801
      95   -6.252    2.643   -1.879
      96   -6.693    2.026   -1.829
      97   -6.643    0.644   -1.517
      98   -5.791    0.054    0.189
      99   -7.470    2.105   -1.779
     100   -6.671    0.393   -3.965
     101   -5.967    1.488   -1.553
     102   -2.109    1.158   -3.032
     103   -4.669   -0.182   -4.891
     104   -4.142    0.025   -3.123
     105   -4.688    0.236   -2.936
     106   -5.109   -0.194   -3.908
     107   -7.064    2.309   -4.513
     108   -4.913    0.711   -4.130
     109   -5.437    0.574   -4.167
     110   -3.444    2.155   -2.901
     111   -3.857    1.653   -4.471
     112   -6.014    0.037   -2.936
     113   -3.447    0.901   -4.897
     114   -6.206    0.083   -5.146
     115   -1.474   -1.817   -6.662
     116   -4.734    0.404   -3.563
     117   -4.599   -0.690   -5.414
     118   -6.331   -1.292   -5.620
     119   -5.834   -1.556   -5.346
     120   -4.020   -1.502   -6.450
     121   -3.494   -2.095   -5.623
     122   -3.953   -0.621   -4.623
     123   -3.690   -2.755   -5.972
     124   -3.058   -2.566   -6.748
     125   -3.632   -1.928   -3.236
     126   -3.380   -1.534   -3.626
     127   -8.177   -1.676    0.001
     128   -7.858   -1.905   -0.641
     129   -7.885   -2.990   -2.193
     130   -3.348   -5.304   -4.189
     131    0.105   -6.911   -4.119
     132   -2.761   -4.073   -6.165
     133   -1.975   -3.869   -4.623
     134   -2.652   -3.144   -2.724
     135    1.356   -6.104   -2.506
     136   -2.869   -3.653   -4.138
     137   -4.648   -3.991   -1.776
     138   -4.761   -5.128   -1.375
     139   -4.543   -3.606   -1.302
     140   -5.390   -2.890   -0.380
     141   -4.826   -2.228   -0.500
     142   -4.606   -1.877   -3.087
     143   -6.137   -2.239   -3.826
     144   -3.478   -1.440   -4.796
     145   -6.884   -1.010   -2.558
     146   -7.975   -3.200   -0.231
     147   -5.475   -4.084   -4.948
     148   -2.084   -1.286   -5.290
     149   -5.351    1.103   -3.578
     150   -7.770   -1.161   -2.163
     151   -8.958   -1.776   -2.021
     152   -6.240   -0.616   -2.020
     153   -4.226   -2.688   -1.694
     154   -9.044    0.846   -0.271
     155   -9.505   -2.038   -0.323
     156   -5.730   -1.407   -1.839
     157   -8.922   -1.448   -1.322
     158   -5.776   -1.750   -2.781
     159   -6.938   -1.902   -3.021
     160   -6.243   -0.471   -4.055
     161   -6.884   -3.367   -6.292
     162   -7.738   -1.472   -6.240
     163   -6.952   -1.108   -3.672
     164   -5.457    0.218   -4.830
     165   -5.376   -0.129   -4.130
     166   -6.436   -0.901   -4.983
     167   -7.660   -1.536   -2.619
     168   -8.159   -1.070   -2.004
     169   -5.861   -1.800   -3.612
     170   -7.289   -0.119   -1.250
     171   -7.509    1.555   -3.337
     172   -6.857    0.805   -3.333
     173   -8.253   -0.471   -4.455
     174   -5.332    0.371   -3.589
     175   -5.508   -0.797   -2.809
     176   -7.788   -0.297   -4.888
     177   -4.949    1.240   -2.497
     178   -6.298   -0.567   -2.493
     179   -3.639   -1.053   -3.687
     180   -5.584   -0.880   -2.338
     181   -8.777    1.097   -3.348
     182  -10.702    0.458   -4.624
     183   -8.119    1.888   -2.835
     184   -9.740    0.887   -2.131
     185   -7.256    1.173   -0.675
     186   -4.818    0.129   -2.303
     187   -7.016   -0.003   -2.764
     188   -7.566   -0.327   -2.632
     189   -6.352   -1.020   -5.544
     190   -5.414   -1.350   -4.820
     191   -6.635   -2.114   -1.140
     192   -4.233    1.364   -3.620
     193   -5.744    1.853   -3.838
     194   -6.065    1.194   -3.846
     195   -7.916    1.624   -3.243
     196   -7.537   -0.964   -2.463
     197   -7.976   -0.372   -2.422
     198   -7.149    0.443   -4.771
     199   -6.844    2.147   -4.359
     200   -5.983   -1.134   -3.866
     201   -6.912    1.402   -2.799
     202   -6.915    1.699   -0.780
     203   -7.233    1.811   -2.213
     204   -6.783    1.767   -1.024
     205   -6.215    2.461   -2.133
     206   -8.338    2.471   -2.826
     207   -8.917    2.198   -1.688
     208   -5.526    0.348   -1.570
     209   -8.266    1.984   -2.697
     210   -7.424    1.688   -3.291
     211   -5.938    1.887   -3.573
     212   -8.502    2.033   -3.381
     213   -8.182    3.373   -4.276
     214   -7.943    3.102   -2.348
     215   -9.440   -1.779   -2.658
     216   -9.308   -1.030   -4.515
     217  -10.410   -1.835   -3.134
     218  -11.979   -0.125   -2.973
     219   -8.119   -0.049   -3.944
     220   -7.213    0.297   -1.723
     221   -3.657    0.137   -2.730
     222   -8.119    0.178   -2.777
     223   -7.636   -0.037   -4.214
     224   -7.437    0.692   -4.025
     225   -6.991    1.230   -3.935
     226   -6.888    2.981   -3.466
     227  -10.292    1.010   -3.162
     228   -9.238    0.375   -3.381
     229   -8.812    0.478   -3.102
     230   -7.610    0.771   -3.964
     231   -7.497    1.283   -4.404
     232   -5.406    2.718   -5.387
     233   -5.426    1.220   -3.532
     234   -4.031    1.459   -4.284
     235   -7.817   -0.253   -4.265
     236   -7.419    0.580   -3.828
     237   -5.457    0.261   -2.650
     238   -5.377    0.954   -2.405
     239   -7.978   -0.321   -3.633
     240   -7.068    0.527   -2.816
     241   -6.659    1.378   -2.903
     242   -6.582    2.487   -3.166
     243   -5.222    0.630   -2.161
     244   -6.848    1.277   -0.366
     245   -9.054   -0.034   -4.021
     246   -5.431    2.487   -2.518
     247   -4.768    1.109   -2.993
     248   -4.156    2.784   -4.442
     249   -4.352    2.263   -4.046
     250   -4.302   -0.780   -4.116
     251   -2.075    1.883   -1.995
     252   -1.564    2.157   -4.179
     253   -0.988    2.315   -4.471
     254   -1.617    4.199   -3.923
     255    1.248    3.244   -3.094
     256   -2.537    4.459   -3.204
     257   -3.681    4.128   -2.368
     258   -1.943    4.428   -1.904
     259   -1.960    2.908   -2.197
     260   -3.591    2.799   -3.887
     261   -5.271    4.215   -3.876
     262   -6.034    2.573   -4.332
     263   -5.017    6.808   -1.395
     264   -5.596    2.917   -3.191
     265   -7.484    1.746   -3.541
     266   -7.063    2.111   -5.279
     267   -6.576    1.763   -5.878
     268   -4.076    3.224   -3.972
     269   -6.457    0.724   -4.801
     270   -5.980    0.764   -5.583
     271   -4.359    3.200   -3.642
     272   -8.664    1.502   -4.424
     273   -7.792    0.311   -6.391
     274   -5.301    0.664   -6.099
     275   -7.033    0.212   -4.695
     276   -5.226   -0.471   -6.000
     277   -6.130    0.746   -4.159
     278   -8.922   -1.303   -6.958
     279   -7.269   -0.682   -5.436
     280   -6.086   -0.215   -4.885
     281   -4.967   -0.757   -5.869
     282   -6.789   -0.443   -4.628
     283   -6.903   -1.960   -6.342
     284   -8.169   -2.040   -5.659
     285   -7.467   -2.254   -7.074
     286   -4.464   -3.975   -7.354
     287   -8.692   -1.081   -7.580
     288   -6.858   -2.349   -7.459
     289   -7.693   -1.396   -7.577
     290   -5.956   -1.272   -8.411
     291   -3.318   -3.958   -8.200
     292   -1.883   -3.575   -7.064
     293   -6.632   -3.379   -7.365
     294   -6.337   -3.271   -7.522
     295   -5.775   -4.561   -8.274
     296   -4.496   -3.697   -6.818
     297   -4.131   -4.152   -7.041
     298   -3.677   -5.222   -9.253
     299   -3.277   -2.668   -7.621
     300   -3.071   -4.552   -7.838
     301   -3.546   -2.847   -7.834
     302   -6.551   -2.610   -6.786
     303   -2.915   -2.643   -7.439
     304   -5.121   -3.717   -7.608
     305   -4.124   -3.682   -7.651
     306   -3.614   -3.702   -7.069
     307   -5.773   -2.049   -6.064
     308   -2.921   -2.756   -7.057
     309    1.581   -3.241   -7.284
     310    0.979   -2.661   -6.387
     311   -0.144   -1.014   -5.851
     312   -3.942   -0.772   -5.284
     313   -3.405   -1.155   -4.974
     314   -2.969   -2.833   -8.460
     315   -0.884   -3.679   -6.670
